id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
257336165.0,257336165,JayKimLaFlare,"East Lansing, MI",all hustle no luck #MSU,None,206,295,0,25/02/2011 5:54,1506,False,13562,en,"Status(_api=<tweepy.api.API object at 0x10d60c0b8>, _json={'created_at': 'Sun Mar 12 21:10:21 +0000 2017', 'id': 841033645104218112, 'id_str': '841033645104218112', 'text': '@__NIGERIANhair my heart hurts', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '__NIGERIANhair', 'name': 'kuf kurry.', 'id': 213957230, 'id_str': '213957230', 'indices': [0, 15]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 841033448101941251, 'in_reply_to_status_id_str': '841033448101941251', 'in_reply_to_user_id': 213957230, 'in_reply_to_user_id_str': '213957230', 'in_reply_to_screen_name': '__NIGERIANhair', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2017, 3, 12, 21, 10, 21), id=841033645104218112, id_str='841033645104218112', text='@__NIGERIANhair my heart hurts', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '__NIGERIANhair', 'name': 'kuf kurry.', 'id': 213957230, 'id_str': '213957230', 'indices': [0, 15]}], 'urls': []}, source='Twitter for iPhone', source_url='http://twitter.com/download/iphone', in_reply_to_status_id=841033448101941251, in_reply_to_status_id_str='841033448101941251', in_reply_to_user_id=213957230, in_reply_to_user_id_str='213957230', in_reply_to_screen_name='__NIGERIANhair', geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, lang='en')",False,False,True,Justo,0
3326766226.0,3326766226,CancerPapers,"New York, NY",Stay abreast of the latest developments in the fight against cancer with daily publications curated from PubMed.,None,566,122,56,6/15/2015 10:54,7,False,33258,en,The Effect of Education on the Early Diagnosis of Breast and Cervix Cancer on the Women's Attitudes? https://t.co/h8WSrpmr5Q #breastcancer,True,False,False,Cancer Papers,1
7.2e+17,7.20E+17,botsburgers,"New York, NY","Conveniently located on Ocean Drive. A Bob's Burgers-themed twitterbot by @mtrc, with @eegnsma as our landlord. Serves twice a day.",https://t.co/j3gqkUMzw5,252,6,17,Mon Apr 11 23:08:23 +0000 2016,11,False,236,en,"{u'contributors': None, u'truncated': False, u'text': u'https://t.co/IUDt8p0YVC', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 766215992976572418, u'favorite_count': 0, u'source': u'<a href=""http://www.cutgar.net"" rel=""nofollow"">Bot\'s Burgers</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/botsburgers/status/766215992976572418/photo/1', u'display_url': u'pic.twitter.com/IUDt8p0YVC', u'url': u'https://t.co/IUDt8p0YVC', u'media_url_https': u'https://pbs.twimg.com/media/CqIlYrlWAAAxXTZ.jpg', u'id_str': u'766215992552849408', u'sizes': {u'large': {u'h': 704, u'resize': u'fit', u'w': 1100}, u'small': {u'h': 435, u'resize': u'fit', u'w': 680}, u'medium': {u'h': 704, u'resize': u'fit', u'w': 1100}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [0, 23], u'type': u'photo', u'id': 766215992552849408, u'media_url': u'http://pbs.twimg.com/media/CqIlYrlWAAAxXTZ.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'766215992976572418', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'und', u'created_at': u'Thu Aug 18 10:11:42 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/botsburgers/status/766215992976572418/photo/1', u'display_url': u'pic.twitter.com/IUDt8p0YVC', u'url': u'https://t.co/IUDt8p0YVC', u'media_url_https': u'https://pbs.twimg.com/media/CqIlYrlWAAAxXTZ.jpg', u'id_str': u'766215992552849408', u'sizes': {u'large': {u'h': 704, u'resize': u'fit', u'w': 1100}, u'small': {u'h': 435, u'resize': u'fit', u'w': 680}, u'medium': {u'h': 704, u'resize': u'fit', u'w': 1100}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [0, 23], u'type': u'photo', u'id': 766215992552849408, u'media_url': u'http://pbs.twimg.com/media/CqIlYrlWAAAxXTZ.jpg'}]}}",True,False,False,Burger Of The Day,1
7.63e+17,7.63E+17,am_i_sam98,"New York, NY",The machine's broken,None,40,335,0,8/9/2016 1:56,63,False,40,en,"{'created_at': 'Tue Mar 14 02:36:13 +0000 2017', 'id': 841478039619944452, 'id_str': '841478039619944452', 'text': 'RT @SoDamnTrue: do better sis https://t.co/lfDgMCLEqi', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SoDamnTrue', 'name': 'Typical Girl', 'id': 219049532, 'id_str': '219049532', 'indices': [3, 14]}], 'urls': [], 'media': [{'id': 840970949046423552, 'id_str': '840970949046423552', 'indices': [30, 53], 'media_url': 'http://pbs.twimg.com/media/C6u6n1xV0AA6gbl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6u6n1xV0AA6gbl.jpg', 'url': 'https://t.co/lfDgMCLEqi', 'display_url': 'pic.twitter.com/lfDgMCLEqi', 'expanded_url': 'https://twitter.com/SoReIatable/status/840970951902806016/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 617, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 719, 'h': 793, 'resize': 'fit'}, 'medium': {'w': 719, 'h': 793, 'resize': 'fit'}}, 'source_status_id': 840970951902806016, 'source_status_id_str': '840970951902806016', 'source_user_id': 407261533, 'source_user_id_str': '407261533'}]}, 'extended_entities': {'media': [{'id': 840970949046423552, 'id_str': '840970949046423552', 'indices': [30, 53], 'media_url': 'http://pbs.twimg.com/media/C6u6n1xV0AA6gbl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6u6n1xV0AA6gbl.jpg', 'url': 'https://t.co/lfDgMCLEqi', 'display_url': 'pic.twitter.com/lfDgMCLEqi', 'expanded_url': 'https://twitter.com/SoReIatable/status/840970951902806016/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 617, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 719, 'h': 793, 'resize': 'fit'}, 'medium': {'w': 719, 'h': 793, 'resize': 'fit'}}, 'source_status_id': 840970951902806016, 'source_status_id_str': '840970951902806016', 'source_user_id': 407261533, 'source_user_id_str': '407261533'}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Tue Mar 14 01:50:00 +0000 2017', 'id': 841466411021156353, 'id_str': '841466411021156353', 'text': 'do better sis https://t.co/lfDgMCLEqi', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 840970949046423552, 'id_str': '840970949046423552', 'indices': [14, 37], 'media_url': 'http://pbs.twimg.com/media/C6u6n1xV0AA6gbl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6u6n1xV0AA6gbl.jpg', 'url': 'https://t.co/lfDgMCLEqi', 'display_url': 'pic.twitter.com/lfDgMCLEqi', 'expanded_url': 'https://twitter.com/SoReIatable/status/840970951902806016/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 617, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 719, 'h': 793, 'resize': 'fit'}, 'medium': {'w': 719, 'h': 793, 'resize': 'fit'}}, 'source_status_id': 840970951902806016, 'source_status_id_str': '840970951902806016', 'source_user_id': 407261533, 'source_user_id_str': '407261533'}]}, 'extended_entities': {'media': [{'id': 840970949046423552, 'id_str': '840970949046423552', 'indices': [14, 37], 'media_url': 'http://pbs.twimg.com/media/C6u6n1xV0AA6gbl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6u6n1xV0AA6gbl.jpg', 'url': 'https://t.co/lfDgMCLEqi', 'display_url': 'pic.twitter.com/lfDgMCLEqi', 'expanded_url': 'https://twitter.com/SoReIatable/status/840970951902806016/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 617, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 719, 'h': 793, 'resize': 'fit'}, 'medium': {'w': 719, 'h': 793, 'resize': 'fit'}}, 'source_status_id': 840970951902806016, 'source_status_id_str': '840970951902806016', 'source_user_id': 407261533, 'source_user_id_str': '407261533'}]}, 'source': '<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1018, 'favorite_count': 3106, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 1018, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",True,False,True,Sam Williamson,0
23375688.0,23375688,selenagomez,Los Angeles ,"Get 'It Ain't Me' with Kygo, out now on Apple Music: https://t.co/PgO6dUrJRi and Spotify: https://t.co/F6yokJcjE6",https://t.co/zP4EExvtte,46472564,1272,133825,Mon Mar 09 00:16:45 +0000 2009,135,True,4200,en,"{u'contributors': None, u'truncated': False, u'text': u""RT @13ReasonsWhy: You can't bury the truth. #13ReasonsWhy revealed 3/31. https://t.co/LccZYtL8KB"", u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 836995873733128192, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 735153382558687232, u'indices': [3, 16], u'id_str': u'735153382558687232', u'screen_name': u'13ReasonsWhy', u'name': u'13 Reasons Why'}], u'hashtags': [{u'indices': [44, 57], u'text': u'13ReasonsWhy'}], u'urls': [], u'media': [{u'source_user_id': 735153382558687232, u'source_status_id_str': u'836957959603138560', u'expanded_url': u'https://twitter.com/13ReasonsWhy/status/836957959603138560/video/1', u'display_url': u'pic.twitter.com/LccZYtL8KB', u'url': u'https://t.co/LccZYtL8KB', u'media_url_https': u'https://pbs.twimg.com/media/C5zSw41U8AAdX8t.jpg', u'source_user_id_str': u'735153382558687232', u'source_status_id': 836957959603138560, u'id_str': u'836774986018770944', u'sizes': {u'small': {u'h': 680, u'resize': u'fit', u'w': 680}, u'large': {u'h': 720, u'resize': u'fit', u'w': 720}, u'medium': {u'h': 720, u'resize': u'fit', u'w': 720}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [73, 96], u'type': u'photo', u'id': 836774986018770944, u'media_url': u'http://pbs.twimg.com/media/C5zSw41U8AAdX8t.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 14506, u'id_str': u'836995873733128192', u'favorited': False, u'retweeted_status': {u'contributors': None, u'truncated': False, u'text': u""You can't bury the truth. #13ReasonsWhy revealed 3/31. https://t.co/LccZYtL8KB"", u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 836957959603138560, u'favorite_count': 25981, u'source': u'<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [26, 39], u'text': u'13ReasonsWhy'}], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/13ReasonsWhy/status/836957959603138560/video/1', u'display_url': u'pic.twitter.com/LccZYtL8KB', u'url': u'https://t.co/LccZYtL8KB', u'media_url_https': u'https://pbs.twimg.com/media/C5zSw41U8AAdX8t.jpg', u'id_str': u'836774986018770944', u'sizes': {u'small': {u'h': 680, u'resize': u'fit', u'w': 680}, u'large': {u'h': 720, u'resize': u'fit', u'w': 720}, u'medium': {u'h': 720, u'resize': u'fit', u'w': 720}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [55, 78], u'type': u'photo', u'id': 836774986018770944, u'media_url': u'http://pbs.twimg.com/media/C5zSw41U8AAdX8t.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 14506, u'id_str': u'836957959603138560', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Wed Mar 01 15:15:02 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'additional_media_info': {u'monetizable': False, u'embeddable': True, u'description': u'', u'title': u'13 Reasons Why Official Trailer'}, u'expanded_url': u'https://twitter.com/13ReasonsWhy/status/836957959603138560/video/1', u'display_url': u'pic.twitter.com/LccZYtL8KB', u'url': u'https://t.co/LccZYtL8KB', u'media_url_https': u'https://pbs.twimg.com/media/C5zSw41U8AAdX8t.jpg', u'video_info': {u'aspect_ratio': [1, 1], u'duration_millis': 108900, u'variants': [{u'url': u'https://video.twimg.com/amplify_video/836774986018770944/vid/480x480/uNEnbVLnMp23VJCH.mp4', u'bitrate': 832000, u'content_type': u'video/mp4'}, {u'url': u'https://video.twimg.com/amplify_video/836774986018770944/vid/720x720/460PP6z4QBmXZj_K.mp4', u'bitrate': 1280000, u'content_type': u'video/mp4'}, {u'url': u'https://video.twimg.com/amplify_video/836774986018770944/pl/9tbvSpQ2_MBwTkbv.m3u8', u'content_type': u'application/x-mpegURL'}, {u'url': u'https://video.twimg.com/amplify_video/836774986018770944/vid/240x240/lGrXHNtbpDNPAT2j.mp4', u'bitrate': 320000, u'content_type': u'video/mp4'}]}, u'id_str': u'836774986018770944', u'sizes': {u'small': {u'h': 680, u'resize': u'fit', u'w': 680}, u'large': {u'h': 720, u'resize': u'fit', u'w': 720}, u'medium': {u'h': 720, u'resize': u'fit', u'w': 720}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [55, 78], u'type': u'video', u'id': 836774986018770944, u'media_url': u'http://pbs.twimg.com/media/C5zSw41U8AAdX8t.jpg'}]}}, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Wed Mar 01 17:45:41 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'additional_media_info': {u'monetizable': False, u'embeddable': True, u'description': u'', u'title': u'13 Reasons Why Official Trailer'}, u'source_user_id': 735153382558687232, u'source_status_id_str': u'836957959603138560', u'expanded_url': u'https://twitter.com/13ReasonsWhy/status/836957959603138560/video/1', u'display_url': u'pic.twitter.com/LccZYtL8KB', u'url': u'https://t.co/LccZYtL8KB', u'media_url_https': u'https://pbs.twimg.com/media/C5zSw41U8AAdX8t.jpg', u'source_user_id_str': u'735153382558687232', u'source_status_id': 836957959603138560, u'video_info': {u'aspect_ratio': [1, 1], u'duration_millis': 108900, u'variants': [{u'url': u'https://video.twimg.com/amplify_video/836774986018770944/vid/480x480/uNEnbVLnMp23VJCH.mp4', u'bitrate': 832000, u'content_type': u'video/mp4'}, {u'url': u'https://video.twimg.com/amplify_video/836774986018770944/vid/720x720/460PP6z4QBmXZj_K.mp4', u'bitrate': 1280000, u'content_type': u'video/mp4'}, {u'url': u'https://video.twimg.com/amplify_video/836774986018770944/pl/9tbvSpQ2_MBwTkbv.m3u8', u'content_type': u'application/x-mpegURL'}, {u'url': u'https://video.twimg.com/amplify_video/836774986018770944/vid/240x240/lGrXHNtbpDNPAT2j.mp4', u'bitrate': 320000, u'content_type': u'video/mp4'}]}, u'id_str': u'836774986018770944', u'sizes': {u'small': {u'h': 680, u'resize': u'fit', u'w': 680}, u'large': {u'h': 720, u'resize': u'fit', u'w': 720}, u'medium': {u'h': 720, u'resize': u'fit', u'w': 720}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [73, 96], u'type': u'video', u'id': 836774986018770944, u'media_url': u'http://pbs.twimg.com/media/C5zSw41U8AAdX8t.jpg'}]}}",False,False,False,Selena Gomez,0
62857328.0,62857328,f_jubs,Campinas - SP,Nessa sofríÈncia que í© amar vocíÈ,None,49,237,0,8/4/2009 16:17,83,False,1542,pt,None,False,False,False,Jí_lia Franco,0
2384071.0,2384071,timoreilly,"Oakland, CA","Founder and CEO, O'Reilly Media. Watching the alpha geeks, sharing their stories, helping the future unfold.",http://t.co/5086iX7oyT,1983513,1675,28504,Tue Mar 27 01:14:05 +0000 2007,2658,True,40938,en,"{u'contributors': None, u'truncated': False, u'text': u'Interesting analysis of what Trump\u2019s support of the healthcare bill says about the balance of power in DC https://t.co/b7Cnn3VRvE', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 840955574758002688, u'favorite_count': 6, u'source': u'<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/b7Cnn3VRvE', u'indices': [106, 129], u'expanded_url': u'http://bit.ly/2mAcMYw', u'display_url': u'bit.ly/2mAcMYw'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 2, u'id_str': u'840955574758002688', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sun Mar 12 16:00:07 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",False,False,False,Tim O'Reilly,0
14130784.0,14130784,randizuckerberg,New York City,Speaker. Investor. Radio Host @SiriusXM. Best Selling Author @DotComplicated Dot @Missy4Prez. Exec producer Dot @SproutChannel. Former Marketing @Facebook. Mom,https://t.co/EqgaInybiz,177335,1609,4538,Wed Mar 12 08:15:23 +0000 2008,4609,True,12818,en,"{u'contributors': None, u'truncated': False, u'text': u'I spoke women in science AND Mars travel with the incredible NASA engineer Dr. Aprille Ericsson for #52Women52Weeks! https://t.co/sL8w9F5nV9', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841002121151545344, u'favorite_count': 4, u'source': u'<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [100, 115], u'text': u'52Women52Weeks'}], u'urls': [{u'url': u'https://t.co/sL8w9F5nV9', u'indices': [117, 140], u'expanded_url': u'http://ow.ly/fYz7309PjjD', u'display_url': u'ow.ly/fYz7309PjjD'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 4, u'id_str': u'841002121151545344', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sun Mar 12 19:05:05 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",False,False,False,Randi Zuckerberg,0
110340239.0,110340239,TWooodley,"New York, NY",UFC CHAMPION. Actor. Stuntman. Fox Sports Analyst. Follow T-Wood on Twitter. The New School Ninja with futuristic skills!,https://t.co/vSQziFy9qW,135677,1708,907,2/1/2010 5:50,11340,True,23655,en,"Status(contributors=None, truncated=False, text=u'RT @muscle_fitness: @ufc Champion @TWooodley is giving his belt to grieving mother who inspired him during final rounds of UFC 209. https:/\u2026', is_quote_status=False, in_reply_to_status_id=None, id=841047675466211328, favorite_count=0, _api=<tweepy.api.API object at 0x104120390>, source=u'Twitter for iPhone', _json={u'contributors': None, u'truncated': False, u'text': u'RT @muscle_fitness: @ufc Champion @TWooodley is giving his belt to grieving mother who inspired him during final rounds of UFC 209. https:/\u2026', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841047675466211328, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 17244973, u'indices': [3, 18], u'id_str': u'17244973', u'screen_name': u'muscle_fitness', u'name': u'Muscle & Fitness'}, {u'id': 6446742, u'indices': [20, 24], u'id_str': u'6446742', u'screen_name': u'ufc', u'name': u'UFC'}, {u'id': 110340239, u'indices': [34, 44], u'id_str': u'110340239', u'screen_name': u'TWooodley', u'name': u'Tyron T-Wood Woodley'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 15, u'id_str': u'841047675466211328', u'favorited': False, u'retweeted_status': {u'contributors': None, u'truncated': True, u'text': u'@ufc Champion @TWooodley is giving his belt to grieving mother who inspired him during final rounds of UFC 209.\u2026 https://t.co/T6BfmJ3tC0', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 839543794475405312, u'favorite_count': 63, u'source': u'<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 6446742, u'indices': [0, 4], u'id_str': u'6446742', u'screen_name': u'ufc', u'name': u'UFC'}, {u'id': 110340239, u'indices': [14, 24], u'id_str': u'110340239', u'screen_name': u'TWooodley', u'name': u'Tyron T-Wood Woodley'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/T6BfmJ3tC0', u'indices': [113, 136], u'expanded_url': u'https://twitter.com/i/web/status/839543794475405312', u'display_url': u'twitter.com/i/web/status/8\u2026'}]}, u'in_reply_to_screen_name': u'ufc', u'in_reply_to_user_id': 6446742, u'retweet_count': 15, u'id_str': u'839543794475405312', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'6446742', u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Wed Mar 08 18:30:13 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Mar 12 22:06:06 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [{u'id': 17244973, u'indices': [3, 18], u'id_str': u'17244973', u'screen_name': u'muscle_fitness', u'name': u'Muscle & Fitness'}, {u'id': 6446742, u'indices': [20, 24], u'id_str': u'6446742', u'screen_name': u'ufc', u'name': u'UFC'}, {u'id': 110340239, u'indices': [34, 44], u'id_str': u'110340239', u'screen_name': u'TWooodley', u'name': u'Tyron T-Wood Woodley'}], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=None, id_str=u'841047675466211328', retweet_count=15, in_reply_to_user_id=None, favorited=False, retweeted_status=Status(contributors=None, truncated=True, text=u'@ufc Champion @TWooodley is giving his belt to grieving mother who inspired him during final rounds of UFC 209.\u2026 https://t.co/T6BfmJ3tC0', is_quote_status=False, in_reply_to_status_id=None, id=839543794475405312, favorite_count=63, _api=<tweepy.api.API object at 0x104120390>, source=u'Hootsuite', _json={u'contributors': None, u'truncated': True, u'text': u'@ufc Champion @TWooodley is giving his belt to grieving mother who inspired him during final rounds of UFC 209.\u2026 https://t.co/T6BfmJ3tC0', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 839543794475405312, u'favorite_count': 63, u'source': u'<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 6446742, u'indices': [0, 4], u'id_str': u'6446742', u'screen_name': u'ufc', u'name': u'UFC'}, {u'id': 110340239, u'indices': [14, 24], u'id_str': u'110340239', u'screen_name': u'TWooodley', u'name': u'Tyron T-Wood Woodley'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/T6BfmJ3tC0', u'indices': [113, 136], u'expanded_url': u'https://twitter.com/i/web/status/839543794475405312', u'display_url': u'twitter.com/i/web/status/8\u2026'}]}, u'in_reply_to_screen_name': u'ufc', u'in_reply_to_user_id': 6446742, u'retweet_count': 15, u'id_str': u'839543794475405312', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'6446742', u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Wed Mar 08 18:30:13 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [{u'id': 6446742, u'indices': [0, 4], u'id_str': u'6446742', u'screen_name': u'ufc', u'name': u'UFC'}, {u'id': 110340239, u'indices': [14, 24], u'id_str': u'110340239', u'screen_name': u'TWooodley', u'name': u'Tyron T-Wood Woodley'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/T6BfmJ3tC0', u'indices': [113, 136], u'expanded_url': u'https://twitter.com/i/web/status/839543794475405312', u'display_url': u'twitter.com/i/web/status/8\u2026'}]}, in_reply_to_screen_name=u'ufc', id_str=u'839543794475405312', retweet_count=15, in_reply_to_user_id=6446742, favorited=False, source_url=u'http://www.hootsuite.com', geo=None, in_reply_to_user_id_str=u'6446742', possibly_sensitive=False, lang=u'en', created_at=datetime.datetime(2017, 3, 8, 18, 30, 13), in_reply_to_status_id_str=None, place=None, retweeted=False), source_url=u'http://twitter.com/download/iphone', geo=None, in_reply_to_user_id_str=None, lang=u'en', created_at=datetime.datetime(2017, 3, 12, 22, 6, 6), in_reply_to_status_id_str=None, place=None, retweeted=False)",False,False,False,Tyron T-Wood Woodley,0
2932198839.0,2932198839,ExtinctCatalog,Earth,"Every hour I'll tweet 1 of the 22482 species that are known to be in danger of extinction, which will last from 12/21/14 to 07/12/17. Project by @ianalanpaul",None,291,1,17,Fri Dec 19 16:22:52 +0000 2014,30,False,3223,en,"{u'contributors': None, u'truncated': False, u'text': u'Bulimulus sculpturatus http://t.co/2cY4UMBscr', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 597073582242533376, u'favorite_count': 0, u'source': u'<a href=""http://www.ianalanpaul.com"" rel=""nofollow"">exapplication2</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'http://t.co/2cY4UMBscr', u'indices': [23, 45], u'expanded_url': u'http://en.wikipedia.org/wiki/Bulimulus_sculpturatus', u'display_url': u'en.wikipedia.org/wiki/Bulimulus\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'597073582242533376', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'ro', u'created_at': u'Sat May 09 16:20:09 +0000 2015', u'in_reply_to_status_id_str': None, u'place': None}",False,False,False,Extinction Catalog,1
